movieId,movie_idx,title_clean,genres_clean,corpus
34405,2089,Serenity,action adventure sci fi western,serenity action adventure sci fi western action adventure sci fi western directorial debut far future firefly gfei own it waste of time action scifi movie mets projections: browncoats will fall in love non-sci-fi types will flame it. what else is new. must watch tv show first hot girls! adventure space good sci-fi flick fantastic quirky western pg-13 on computer joss whedon futuristmovies.com shiny great sci-fi incredible! must watch/own! my favourite what star wars should be amusing not as good as the tv show space western the man they call jane based on tv series aliens erlend's dvds adapted from:tv series anti-hero based on a tv show bechdel test:fail behavior modification black comedy brother sister relationship cannibals conflict with society cult film director-screenwriter doctors ensemble cast evil empire female warriors friendship fugitive future dystopias husband-wife relationship irreverent misfits and outsiders murder mutant enemy ominous pg-13:intense violence and action pg-13:some sexual references preacher psychic abilities robbery rousing saturn award (best supporting actress) scope seen 2008 space travel space wars tense unlikely heroes wanderlust witty realistic tough female want bad acting owned sci-fi aningen corny. star wars wannabe. men bra. crap assassin dvd:director's commentary makes all the difference dystopia genre:western noir killer-as-protagonist whedon contrived slow good action too short hot women original medium was better (but both were good) speculative fiction shallow plot drama rpg heroes hs nathan filion macho plucky crew movie to see tv spinoff spaceships unexplained tom bombadil monster-characters on hold ummarti2006 terrible character development and weak plot?  you'll love this movie!!! josh whedon
40629,2090,Pride & Prejudice,drama romance,pride & prejudice drama romance drama romance based on a book kostym do kupienia keira is awesome and so is her man cheesy but good in netflix queue cute unnecessary keira knightley owned 18th century adaptation based on a novel england jane austen classic prejudice 1790s family father daughter relationship boring not as good as miniseries awful remake adapted from:book author:jane austen if your wife makes you see it you'll survive donald sutherland rosamund pike joe wright historic romantic and sweet chick flick movies 8 rose romance need to buy jena malone matthew macfadyen nice period piece flowed i loved it. well acted not too many characters like the old one! beautiful to watch aristrocacy class conflict love mother daughter relationship sister sister relationship pg wedding drama
44665,2091,Lucky Number Slevin,crime drama thriller,lucky number slevin crime drama thriller crime drama thriller mistaken identity bruce willis twist twist ending morgan freeman want it revenge to see film noir unreliable narrators violent lucy liu blood gore sassy el caso slevin nudity (topless) fxg josh hartnett owned hit men lucas ben kingsley clearplay r my movies assassination debt collection grudge vendetta hw new release not corv lib
519,2092,RoboCop 3,crime sci fi thriller,robocop 3 crime sci fi thriller crime sci fi thriller sci fi robots android(s)/cyborg(s) cyborgs crappy sequel future nothing special
1972,2093,"Nightmare on Elm Street 5: The Dream Child, A",horror,"nightmare on elm street 5: the dream child, a horror horror slasher franchise"
2696,2094,"Dinner Game, The (DÃ®ner de cons, Le)",comedy,"dinner game, the (dã®ner de cons, le) comedy comedy "
5401,2095,Undercover Brother,comedy,undercover brother comedy comedy blaxploitation parody humor
7022,2096,Battle Royale (Batoru Rowaiaru),action drama horror sci fi thriller,battle royale (batoru rowaiaru) action drama horror sci fi thriller action drama horror sci fi thriller japan hot girls! anomie basketball dream sequence dreams field trip friends game goretastic island obedience punishment savage school splatter surveillance survival teacher to see trust no one weapons nice story controversial erlend's dvds sourcelight top pick exploitation hard to rate satire takeshi kitano explosions martial arts ummarti2006
47200,2097,Crank,action thriller,crank action thriller action thriller videogame like wanted to see action movie not porn jason statham debased killer-as-protagonist plot point:time is short adrenaline junkie alliances los angeles stupid action packed awesome best movie ever crappy sequel adrenaline epifedrine revange r sexism and stupidity movie to see dead
49651,2098,Rocky Balboa,action drama,rocky balboa action drama action drama boxing sylvester stallone earnest reflective rousing sentimental seen at the cinema watched 2007 competitive sport sport:boxing cliched over the top ridiculous slow movie to see ummarti2007
54272,2099,"Simpsons Movie, The",animation comedy,"simpsons movie, the animation comedy animation comedy animation simpsons pg-13 based on a tv show comedy toplist07 seen at the cinema watched 2007 cameo:green day cameo:tom hanks based on a tv series father-son relationship crikey is that a penis? cartoon jacksonville regal tumey's dvds could have been better ===================== pg13 humorous movie to see all ages funny humor ironc maggie first real word!!! she say it after all titles!! series the most expected movie corvallis library ummarti2007"
54775,2100,War,action thriller,war action thriller action thriller the director should be given a grammy jason statham assassin gangsters killer-as-protagonist murder the director should be be shot...in the mouth! netflix
55276,2101,Michael Clayton,drama thriller,michael clayton drama thriller drama thriller dani_2008 to see 'i love you anna!' george clooney good thriller toplist07 sydney pollack tilda swinton tom wilkinson tony gilroy r disillusionment drama hack the system legal system waking up clearplay eccentric fixer lawyers loan shark practicing speech netflix 5-7-2008 corporate espionage flash forward
55282,2102,30 Days of Night,horror thriller,30 days of night horror thriller horror thriller vampire less than 300 ratings bad acting 30 daze of shite clearplay r
56174,2103,I Am Legend,action horror sci fi thriller,i am legend action horror sci fi thriller action horror sci fi thriller based on a book religion vampire remake virus alone in the world post-apocalyptic great acting will smith fios on demand to see perfect entertainment zombies apocalypse depressing post apocalyptic beautiful film believable good acting great action another adaptation of _iam legend_ watched 2008 adapted from:book another adaptation of _i am legend_ author:richard matheson plot point:bio-medical danger matheson dvd jacksonville redbox weak i am legend makes you jump suspenseful very creepy below r library on hold
58146,2104,Witless Protection,comedy,witless protection comedy comedy imdb bottom 100
59103,2105,"Forbidden Kingdom, The",action adventure comedy fantasy,"forbidden kingdom, the action adventure comedy fantasy action adventure comedy fantasy to see jackie chan jet li kung fu"
406,2106,Federal Hill,drama,federal hill drama drama 
417,2107,Barcelona,comedy romance,barcelona comedy romance comedy romance watch pg13 drawing room
492,2108,Manhattan Murder Mystery,comedy mystery,manhattan murder mystery comedy mystery comedy mystery erlend's dvds woody allen
534,2109,Shadowlands,drama romance,shadowlands drama romance drama romance based on a play biography c.s. lewis beautifully written and acted
615,2110,Bread and Chocolate (Pane e cioccolata),comedy drama,bread and chocolate (pane e cioccolata) comedy drama comedy drama 
753,2111,"Month by the Lake, A",comedy drama,"month by the lake, a comedy drama comedy drama uma thurman"
901,2112,Funny Face,comedy musical,funny face comedy musical comedy musical astaire/kelly musical audrey hepburn fred astaire
905,2113,It Happened One Night,comedy romance,it happened one night comedy romance comedy romance romantic comedy clark gable screwball national film registry oscar (best actor) oscar (best actress) oscar (best directing) oscar (best picture) imdb top 250 afi 100 (laughs) frank capra afi #35 best picture need to own afi 100
